05:27:58,788508.7673314782,9238006.390549783,3.44  
05:27:59,788508.9321069317,9238006.186769336,3.47
05:28:00,788509.0600191406,9238005.983190423,3.75 
05:28:01,788509.2429237217,9238005.723980058,3.6
05:28:02,788509.3525051388,9238005.53894496,3.7
05:28:03,788509.7211375248,9238005.536929615,3.51
05:28:04,788510.072649075,9238005.774774684,3.59
05:28:05,788510.4771364002,9238005.588127304,3.68
05:28:06,788510.5317254497,9238005.458723653,3.54
05:28:07,788510.8431472036,9238005.106592657,3.55
05:28:08,788511.2845985901,9238004.938186781,3.54
05:28:09,788511.8003814389,9238004.88003613,3.65
05:28:10,788512.3161642856,9238004.821885472,3.49
05:28:11,788512.7947813999,9238004.708607197,3.78
05:28:12,788513.3840890637,9238004.613167353,3.64
05:28:13,788514.0466190443,9238004.425109176,3.73
05:28:14,788514.8576102969,9238004.42067534,3.8
05:28:15,788515.5755359714,9238004.250757884,3.89
05:28:16,788516.1463111828,9238004.136975724,3.87
05:28:17,788516.6617915364,9238004.023495868,3.88
05:28:18,788517.2696316534,9238003.946398258,3.88
05:28:19,788517.8221769136,9238003.86960295,3.9
05:28:20,788518.4297145306,9238003.737176172,3.92
05:28:21,788518.9267632642,9238003.62379706,3.95
05:28:22,788519.571466622,9238003.54649788,3.98
05:28:23,788520.3818528908,9238003.431405645,3.98
05:28:24,788521.1554767559,9238003.334957993,3.8
05:28:25,788521.9101648317,9238003.146395843,3.77
05:28:26,788522.774131776,9238002.71746938,3.5
05:28:27,788523.5284165024,9238002.455134995,3.58
05:28:28,788524.5779096519,9238002.246517386,3.54
05:28:29,788525.1455589572,9238001.561000511,3.64
05:28:30,788525.1418280374,9238000.878607595,3.55
05:28:31,788524.6248351706,9238000.715441778,3.6
05:28:32,788523.6307377457,9238000.942200132,3.68
05:28:33,788522.7629391155,9238000.67029067,3.77
05:28:34,788522.3759759453,9238000.69084994,3.8
05:28:35,788522.2276154801,9238000.525668655,3.8
05:28:36,788521.6010412674,9238000.54753796,4.07
05:28:37,788520.9377046573,9238000.58805185,4.11
05:28:38,788520.2193756904,9238000.6841972,3.98
05:28:39,788519.4272194174,9238000.762302574,4.20
05:28:40,788518.6721280501,9238000.877092494,4.16
05:28:41,788518.0452513482,9238000.843632601,4.23
05:28:42,788517.5293676967,9238000.88334028,4.66
05:28:43,788517.069383895,9238001.033403948,4.32
05:28:44,788516.5542060705,9238001.20221297,4.32
05:28:45,788516.2043078153,9238001.259456756,4.5
05:28:46,788515.9828258979,9238001.205336845,4.55
05:28:47,788515.7432148575,9238001.206646852,4.65
05:28:48,788515.264496939,9238001.30148212,4.66
05:28:49,788514.803605646,9238001.28555831,4.6
05:28:50,788514.288326988,9238001.435924258,4.5
05:28:51,788513.8825288934,9238001.38281203,4.4
05:28:52,788513.5869171782,9238001.255322985,4.3
05:28:53,788513.2175789941,9238001.128237015,4.33
05:28:54,788512.7383569267,9238001.130857008,4.21
05:28:55,788512.1491501367,9238001.244739909,4.16
05:28:56,788511.5600441805,9238001.37706585,3.95
05:28:57,788511.0258297534,9238001.435317282,3.9
05:28:58,788510.472881218,9238001.438340325,3.77
05:28:59,788509.9381626389,9238001.404376494,3.67
05:29:00,788509.4390973405,9238001.148894528,3.55
05:29:01,788509.1967638978,9238000.652242165,3.5
05:29:02,788509.3399819622,9237999.876827937,3.5
05:29:03,788509.3360495778,9237999.157548998,3.55
05:29:04,788509.3148955393,9237998.659687422,3.66
05:29:05,788509.5155258824,9237998.27127493,3.65
05:29:06,788510.249967284,9237997.750838807,3.6
05:29:07,788510.9868286226,9237997.673035864,3.77
05:29:08,788512.0931289466,9237997.740761932,3.8
05:29:09,788513.0157181057,9237997.920153972,3.98
05:29:10,788513.7352569912,9237998.045325315,4.11
05:29:11,788514.3441053508,9237998.152658217,4.16
05:29:12,788514.8230248992,9237998.094709048,4.21
05:29:13,788515.4487923954,9237997.92529541,4.22
05:29:14,788516.148387188,9237997.773921734,4.23
05:29:15,788516.7568322273,9237997.807482405,4.32
05:29:16,788517.4392054025,9237997.87752609,4.23
05:29:17,788518.1768734402,9237997.94726745,4.2
05:29:18,788518.8230892341,9237998.146614015,4.32
05:29:19,788519.5239948807,9237998.234999955,4.43
05:29:20,788520.2614612656,9237998.267855188,4.5
05:29:21,788520.9432294664,9237998.227240523,4.3
